"genres";"plays";"danceability";"artist_plays_previous_month"
"Comedy";4;0.795;NA
"Dance";1529;0.784;320040
"Inspirational";1;0.791;NA
"Alternative";1;0.212;NA
"Alternative";14;0.59;45
"Rock";4;0.543;NA
"Rock";89;0.657;NA
"HipHop,Pop";2;0.854;NA
"Blues,Rock";187;0.387;189
"Electronic,Pop";35;0.666;49
"HipHop";7;0.621;NA
"NewAge";23;0.55;2792
"HipHop";521;0.774;NA
"Pop";59090;0.593;54611
"Classical";4;0.379;36
"Alternative,Pop";14;0.884;43
"HipHop";1;0.753;NA
"Holiday";3;0.228;NA
"Rock";114;0.45;1682
"Alternative,Pop";143;0.597;448
"Dance,Electronic";10;0.268;5
"Rock";54;0.199;205
"Alternative";1;0.12;NA
"Electronic";1;0.501;0
"Soundtrack";1;0.49;2615
"Rock";7832;0.537;16621
"Electronic";2;0.807;4
"Electronic";1;0.311;34
"Alternative,Rock";1;0.307;8
"HipHop";8;0.499;NA
"RnbAndSoul";9692;0.664;4925
"Alternative,Rock";81;0.429;0
"Dance,Electronic";6;0.506;3
"HipHop";33;0.828;NA
"Pop";31;0.526;4
"Rock";153;0.191;1736
"Alternative";2;0.323;6
"HipHop";1;0.711;NA
"Electronic,Pop";81;0.633;21
"Pop";42;0.594;21
"NewAge,Pop";22;0.745;0
"Rock";2;0.552;NA
"Electronic";4;0.642;NA
"ChildrensMusic";10;0.893;59
"Rock,World";187;0.66;14
"HipHop";2;0.752;NA
"Electronic";2172;0.76;636242
"Pop";39;0.701;197
"World";7;0.389;53
"Rock";4;0.519;6
"Rock";7876;0.275;1704
"Rock";1;0.301;NA
"Rock";25;0.255;0
"Alternative,Rock";5;0.335;82
"Dance";109;0.616;9
"Electronic";5;0.408;4
"Pop";11;0.414;55
"Electronic,Pop";32;0.628;0
"Pop,Rock";26;0.485;0
"ChildrensMusic";2;0.45;2
"Inspirational,NewAge";3;0.187;2
"HipHop";9;0.652;3
"Alternative";1023;0.53;NA
"Rock";6;0.338;NA
"Dance,Electronic";25;0.619;0
"Alternative";138;0.735;0
"Inspirational,World";3;0.804;29
"Pop,Rock";21;0.538;1
"Pop,RnbAndSoul";21;0.801;62
"Dance";514;0.646;1749
"SpokenWord";3;0.624;NA
"Rock";16;0.377;NA
"Pop";108;0.655;295
"Dance";6;0.716;NA
"Rock";15;0.456;7317
"Latin";28;0.249;1
"Rock";2;0.518;NA
"Pop";6;0.708;27245
"Electronic";23;0.603;26
"Country,Folk";52;0.498;0
"Pop,RnbAndSoul";14;0.833;7
"Electronic";44;0.649;35857
"HipHop";4;0.333;5
"Reggae";1;0.516;NA
"NewAge";2006;0.676;19978
"Alternative,Pop";1;0.761;NA
"Alternative,Rock";93;0.338;545
"Jazz";11;0.829;236
"Electronic,Pop";1633;0.424;0
"Rock";34;0.16;404
"Inspirational";2555;0.323;24455
"HipHop";189230;0.83;581424
"Vocal";37;0.201;0
"Folk";161;0.533;318
"Pop,RnbAndSoul";1;0.748;1
"Rock";1;0.498;23
"Electronic";51;0.726;127
"Rock";104;0.525;0
"Rock";17;0.582;158
"AudioBooks,SpokenWord";17;0.721;2089
"Electronic";55;0.546;49
"Pop";1;0.461;NA
"Alternative,HipHop";90;0.529;0
"HipHop";1075;0.738;2450
"Soundtrack";2;0.668;444
"Pop";846;0.528;1113
"HipHop,RnbAndSoul";25;0.476;7
"Jazz,World";63;0.303;637
"Electronic";496;0.167;546
"Rock";17;0.497;NA
"Alternative,Rock";4;0.375;13
"Rock";5928;0.178;848
"Country,Folk";22;0.466;0
"Electronic";16;0.698;12
"Folk";179;0.499;269
"Electronic";21772;0.694;NA
"Rock";941;0.499;4326
"ChildrensMusic";5;0.628;0
"World";9;0.747;67
"Rock";3;0.549;NA
"Rock";1;0.327;NA
"Electronic";7;0.512;5
"Folk,World";4;0.428;NA
"Rock";1;0.776;6
"Alternative,Rock";66;0.439;59
"Rock";49;0.238;NA
"Rock";75;0.75;386
"Alternative,Pop";45;0.38;209
"Pop";47;0.545;0
"Jazz,Pop";19;0.549;20
"Rock";2;0.44;7
"Rock";14;0.353;30
"Dance";1;0.559;46
"SpokenWord";98;0.717;5491
"HipHop";29372;0.645;245304
"Alternative";1269;0.474;299
"Alternative,Pop";5;0.311;NA
"Rock";4;0.275;4
"AudioBooks,SpokenWord";138;0.67;7558
"Alternative,Pop";6;0.34;13
"Soundtrack";5063;0.112;12248
"HipHop";1;0.596;2
"Pop";24;0.57;169
"Latin";8;0.802;18
"Alternative";14;0.163;49
"Rock";1;0.618;14
"Folk";655;0.563;186
"Alternative,Rock";8;0.437;13
"Reggae";21;0.78;48
"Rock";7634;0.363;710312
"Rock";14;0.385;27
"Pop";208;0.445;3
"Dance,Electronic";16;0.677;24
"Rock";1;0.52;46
"HipHop";16;0.622;187
"Alternative,Rock";3;0.397;16
"Alternative";2;0.358;NA
"Folk";8;0.493;0
"Alternative,Rock";1;0.411;6
"Pop";28;0.39;1
"Rock";28;0.389;0
"Dance";1;0.559;7
"NewAge";108;0.173;NA
"SpokenWord";45;0.709;7747
"Alternative,Pop";195;0.549;1811
"Pop,Rock";13;0.431;0
"NewAge";5;0.192;217838
"Alternative,Electronic";5;0.334;382
"Electronic";16;0.341;40
"Rock";1;0.213;NA
"Alternative";17;0.192;1
"Rock";18;0.256;NA
"Alternative";30;0.61;0
"Rock";12;0.789;89
"Dance,Electronic";1;0.798;2
"Folk";46;0.507;0
"Pop,Vocal";6;0.517;15
"AudioBooks,SpokenWord";12;0.701;45
"NewAge";304;0.443;11240
"HipHop";3950;0.526;0
"Alternative";31;0.192;6
"Alternative,Pop";7300;0.427;9053
"HipHop";34;0.541;0
"Jazz";4;0.578;NA
"Rock";2442;0.316;710312
"Rock";2;0.219;10
"Rock";4;0.57;NA
"SpokenWord";8;0.633;5763
"Pop";4;0.562;5
"Rock,Reggae";1;0.679;18
"Electronic";9;0.788;NA
"Country";81;0.605;NA
"Alternative";3;0.168;5
"HipHop";1;0.441;61
"Dance";4;0.597;0
"Rock";22;0.419;577
"Electronic";30594;0.493;NA
"HipHop";52;0.632;0
"Rock";7;0.277;NA
"Blues,Rock";34;0.326;4597
"Pop";3775;0.427;11757
"World";24;0.59;0
"Alternative";3;0.443;NA
"Rock";16;0.431;NA
"HipHop";152;0.657;5
"Pop,Soundtrack";2;0.472;NA
"Country";43;0.568;NA
"Alternative,Pop";28;0.439;33
"HipHop";2446;0.675;NA
"Dance";11;0.577;NA
"Rock";21;0.455;NA
"RnbAndSoul";77;0.802;NA
"Vocal";149;0.113;1748
"AudioBooks,SpokenWord";1;0.666;NA
"NewAge";28;0.0629;0
"Pop";48;0.176;0
"Pop";10;0.702;NA
"HipHop";8;0.535;83
"Rock";71;0.253;NA
"Rock";2;0.544;7
"Electronic";2;0.802;100
"Alternative";2;0.472;5
"HipHop";4;0.739;NA
"Alternative";88;0.468;NA
"Folk,Pop";182;0.548;17539
"Electronic";3;0.171;NA
"Country";4975;0.539;13572
"Rock";22;0.153;59
"Rock";9;0.459;NA
"Inspirational,NewAge";8;0.0931;0
"Electronic,Rock";36;0.425;146
"Alternative";12;0.449;14
"Electronic";1;0.594;NA
"Soundtrack";1;0.175;1
"Rock";4;0.255;2
"Vocal";54;0.398;361
"Soundtrack";1;0.567;NA
"ChildrensMusic";20;0.607;3360
"Rock";57;0.49;NA
"Dance,Electronic";1;0.804;13
"Rock";16;0.431;0
"Folk";4;0.63;16
"Alternative,Pop";571;0.498;0
"Alternative,Rock";28;0.659;0
"Rock";2;0.595;NA
"Electronic,NewAge";6;0.725;13
"HipHop,RnbAndSoul";9;0.707;4
"Rock";6;0.296;4
"AudioBooks,SpokenWord";8;0.718;7834
"Rock";3612;0.443;6449
"Pop,Reggae";22;0.682;394
"Rock";8;0.266;258
"Electronic";78;0.684;1776
"Latin";18;0.547;6
"SpokenWord";11;0.653;11093
"Alternative,Electronic";80;0.601;29
"Electronic";6;0.8;5
"Country";3;0.254;8
"Alternative";160;0.461;NA
"Alternative";2;0.135;4
"Electronic";36;0.187;153
"HipHop";717;0.477;1318
"Alternative";6;0.711;0
"Rock";25;0.629;8
"Electronic";2;0.566;NA
"Rock";3;0.291;122
"Alternative,HipHop";644;0.648;0
"Pop,Rock";40;0.353;16
"Alternative,Rock";25;0.455;0
"Country";86;0.586;0
"Rock";1;0.496;2
"Alternative,Pop";255;0.397;10454
"Alternative";85;0.249;38
"Electronic";1;0.813;7
"Blues";13;0.414;0
"Alternative";9;0.696;1
"Alternative,Rock";9;0.583;2
"Alternative,Electronic";86;0.387;43
"Rock";323;0.542;30
"Alternative";14;0.662;23
"Rock";23;0.538;431
"Dance,Pop";3592;0.446;7857
"Country,World";34;0.559;1025
"Alternative,Pop";7;0.623;11
"RnbAndSoul";123;0.64;NA
"Dance,Pop";152;0.397;NA
"HipHop";3;0.48;20
"Pop,Vocal";29;0.633;11
"Alternative,Rock";4;0.663;54
"HipHop";72;0.484;66
"HipHop";2;0.854;2
"Pop,Rock";1;0.42;22
"Rock";3;0.397;NA
"Rock";124;0.229;10679
"Alternative";1;0.437;NA
"Rock";31;0.472;5
"Folk";305;0.518;913
"Electronic";32;0.861;230
"HipHop";40;0.852;NA
"Alternative";59;0.232;153
"Alternative,Rock";57;0.777;712
"Pop";235;0.604;933
"Pop";9;0.326;562
"HipHop";1;0.705;130
"Electronic";27631;0.822;10
"HipHop,Pop";228;0.639;0
"Rock";84;0.314;1082
"HipHop";1;0.673;NA
"Rock";4;0.311;26
"Rock";8;0.526;0
"Alternative";13;0.259;109
"Rock";56;0.555;28
"Alternative";3;0.605;NA
"Jazz";1;0.686;11
"Folk";20;0.466;77
"Alternative";8;0.501;11
"HipHop";30;0.803;NA
"Folk,Rock";31;0.384;1670
"Alternative,Rock";228;0.294;91
"Pop";2361;0.659;NA
"Rock";9;0.214;1356
"Electronic,Rock";21;0.691;0
"Electronic";69;0.605;NA
"Pop";2697;0.717;NA
"Electronic";9;0.178;123
"Electronic,Folk";2306;0.557;0
"Inspirational";2916;0.69;1187
"Electronic";6;0.815;NA
"Rock";2;0.411;NA
"Electronic";206116;0.4;383532
"Alternative";9;0.654;103
"Rock";16;0.698;NA
"Pop";31;0.753;NA
"Rock,Soundtrack";16;0.671;0
"Folk";7;0.5;2
"Vocal";7;0.411;83618
"Alternative";7;0.586;169
"Soundtrack";3666;0.492;9846
"HipHop,Latin";51;0.442;22
"Jazz";8;0.628;402
"HipHop";115;0.695;182
"Country,Rock";21;0.529;0
"HipHop,Pop";128;0.726;0
"Soundtrack";4;0.567;NA
"Alternative";68;0.267;582
"Electronic";4;0.559;NA
"Rock";5;0.491;0
"Pop";117;0.612;275
"HipHop";131;0.577;0
"Dance";6;0.442;NA
"Inspirational";3;0.549;0
"Pop,Rock";74;0.606;117
"Inspirational";376;0.403;NA
"HipHop";10;0.474;430
"World";56;0.531;75
"Dance,Electronic";1;0.575;240
"Classical";10;0.331;47
"Comedy,Pop";507;0.655;0
"Dance";1;0.598;NA
"Dance,Electronic";152;0.584;0
"Comedy";24338;0.624;745669
"AudioBooks,SpokenWord";21;0.636;485
"Inspirational";7;0.404;30
"Pop";1;0.706;NA
"Electronic,NewAge";38;0.668;1710
"Alternative";11;0.386;NA
"NewAge";226;0.13;1
"Alternative";3;0.494;11
"Pop,Rock";3803;0.779;0
"NewAge";10;0.528;72
"World";4;0.467;36
"Electronic";318;0.227;12767
"Alternative,Rock";19;0.534;904
"HipHop";115;0.863;1444
"HipHop";7;0.688;592
"Rock";1;0.304;12
"Pop,Rock";12;0.461;0
"Rock";11;0.352;NA
"Rock";22;0.594;2
"AudioBooks,SpokenWord";46;0.714;0
"Pop,Reggae";15;0.473;6
"Electronic,Rock";30;0.676;0
"Rock";3;0.269;82
"Folk,Pop";24;0.455;1543
"NewAge";8;0.275;210
"SpokenWord";15;0.618;6346
"Soundtrack";8;0.662;NA
"HipHop";1473;0.71;NA
"Alternative";2;0.54;NA
"Rock";6;0.526;369
"World";5;0.611;7
"Country,Rock";72;0.202;55
"Alternative,Folk";54;0.423;82
"Rock";2;0.25;1
"Alternative,Dance";32;0.267;0
"Alternative";1;0.537;17
"Rock";85;0.199;NA
"Pop";7;0.646;NA
"Blues,Rock";3;0.511;10
"Inspirational";18;0.578;NA
"Electronic";1;0.696;111
"Holiday";4;0.414;NA
"Soundtrack";1;0.58;444
"Pop";908;0.698;9181
"Blues,HipHop";205;0.786;0
"Rock";35;0.373;44
"Rock";6;0.293;7
"SpokenWord";24;0.678;6269
"Alternative,Rock";38;0.448;NA
"Rock";11;0.427;30
"Pop";32140;0.676;0
"Electronic";11;0.609;56
"Classical,Folk";1335;0.129;0
"RnbAndSoul";36;0.278;55
"Vocal";2;0.33;95
"Electronic";1;0.518;127
"Folk";14;0.429;15
"Electronic";23;0.59;67
"Rock";19;0.41;30
"Alternative,HipHop";69;0.779;307
"Alternative,Rock";6;0.475;130
"Pop";253;0.226;422
"HipHop";35;0.91;NA
"Pop";94;0.206;NA
"Electronic";25;0.551;305
"Rock";1;0.465;NA
"Pop,Reggae";523;0.568;NA
"Soundtrack";1;0.512;2492
"Country,Rock";22;0.564;0
"Pop";990;0.515;NA
"Country";25;0.4;563
"Soundtrack,Vocal";25;0.208;277
"Alternative,Rock";8;0.289;16
"Dance";190;0.597;NA
"Rock";294;0.15;4249
"Rock";1;0.416;2
"Rock";29;0.445;NA
"Pop";5471;0.767;5056
"Alternative";120;0.405;84
"Electronic";26;0.506;407
"Pop,Rock";9;0.447;9
"Pop";11;0.645;1415
"Pop";18;0.584;0
"Rock";18;0.628;NA
"Rock";1;0.294;NA
"Jazz";1;0.465;13
"Electronic,HipHop";621;0.347;0
"Rock";1;0.346;NA
"HipHop,RnbAndSoul";3771;0.844;102048
"Rock";13;0.214;277
"NewAge";17;0.666;0
"Pop,Rock";17;0.586;0
"Pop,Rock";20;0.314;103
"Electronic";1;0.495;23
"Classical";57;0.589;232
"World";52;0.602;365
"Rock";111;0.28;622
"Pop,Rock";51;0.472;146
"Rock";87;0.257;169
"Rock";7;0.469;NA
"Dance,Electronic";6;0.808;NA
"Rock";1;0.152;NA
"HipHop,RnbAndSoul";18;0.683;283
"Blues,Country";5;0.887;175
"Pop";662;0.403;131
"Rock";10;0.426;21
"HipHop";41;0.633;NA
"Rock";4;0.487;139
"Alternative";159;0.484;150
"Alternative,Rock";209;0.435;99
"Rock";52;0.206;NA
"Alternative";8;0.713;267
"SpokenWord";21;0.72;7637
"Country";8;0.405;49
"Soundtrack";17;0.0652;24
"Blues";1;0.687;10
"Pop";196;0.671;481
"Electronic";12;0.802;2710
"Folk,Rock";50;0.586;4
"Alternative";43;0.15;68
"Folk,Pop";59;0.481;0
"Electronic";602;0.746;0
"ChildrensMusic";194;0.753;1811
"Electronic,Folk";4367;0.412;0
"AudioBooks,SpokenWord";29;0.723;10994
"HipHop";87;0.454;NA
"Rock";1578;0.556;7506
"HipHop";224;0.666;84
"Soundtrack";1;0.613;2268
"Alternative";5;0.578;NA
"Dance,Electronic";4139;0.742;0
"Pop";15;0.587;17
"Rock,Reggae";10;0.747;100
"Classical";13198;0.298;100
"HipHop";537;0.64;1114
"HipHop";17;0.69;4
"Dance,Electronic";3;0.617;11
"Vocal";39;0.2;NA
"World";31;0.772;NA
"Pop,Rock";2;0.392;10
"Alternative";6;0.449;NA
"Rock";8735;0.438;710312
"Folk,Pop";5;0.393;NA
"Alternative";35;0.424;170
"ChildrensMusic";3;0.583;NA
"Pop";6209;0.711;1638
"Rock";31;0.306;NA
"Jazz";2;0.674;0
"Classical,World";16;0.634;0
"Rock";2;0.578;3
"Electronic";1;0.806;21
"Comedy,Country";6;0.678;231
"Electronic";10;0.713;NA
"Soundtrack";8;0.727;NA
"SpokenWord";10;0.712;7230
"Rock";4;0.559;10
"HipHop";9;0.796;7
"Rock";1;0.219;332
"Rock";8;0.395;1
"Electronic,Rock";196;0.577;43295
"Dance,Pop";3;0.826;NA
"HipHop";142;0.66;0
"HipHop";28;0.783;104
"Classical";5;0.202;NA
"Country,Folk";12;0.398;100
"Pop";2730;0.613;3506
"Pop";99322;0.53;562417
"Dance";10;0.56;NA
"Dance,Electronic";113;0.496;1556
"HipHop";1;0.732;NA
"RnbAndSoul";4;0.67;117
"Alternative,Pop";1;0.381;NA
"Inspirational,Jazz";1;0.308;46
"Holiday";1;0.479;5
"HipHop";28;0.754;NA
"Rock";24;0.421;88
"Rock";473;0.384;NA
"Alternative,Rock";2;0.391;34
"Electronic";404;0.938;0
"Electronic";70;0.703;76
"Folk,Pop";36;0.662;47
"NewAge";1;0.629;0
"Jazz";25;0.392;13
"Alternative";12;0.152;274
"Folk";21;0.563;48
"Dance";627;0.691;NA
"HipHop";1;0.768;3
"Classical";8978;0.55;73017
"Alternative";5;0.432;0
"World";5;0.605;0
"HipHop,Jazz";8;0.487;10
"Electronic";7;0.655;NA
"Alternative";4;0.331;212
"Electronic";1;0.228;NA
"Jazz";2;0.388;2
"HipHop";216144;0.652;360435
"HipHop";1;0.617;NA
"ChildrensMusic";4;0.639;20
"Alternative";1;0.633;10
"Alternative";8;0.619;274
"Rock";12301;0.436;710312
"Dance";170;0.703;0
"Pop,Rock";1;0.551;4
"Pop,Rock";1;0.373;15
"HipHop";432;0.668;NA
"Alternative,Rock";9;0.447;35
"Electronic";10;0.834;NA
"NewAge";1;0.121;19420
"Rock";140;0.48;NA
"Rock";87;0.458;98
"Classical";70081;0.567;24555
"Rock";1;0.304;33
"Classical,Soundtrack";40;0.739;34
"Alternative,Rock";6;0.417;338
"Pop";51;0.64;NA
"Rock";172;0.467;0
"Reggae";229;0.745;NA
"Alternative";30;0.785;50
"NewAge";254;0.179;NA
"Pop,Rock";5;0.653;NA
"Pop,Rock";6;0.189;0
"NewAge";2;0.3;210
"HipHop";24;0.364;NA
"Folk";12;0.72;131
"HipHop,Reggae";34;0.756;39
"Classical";1;0.192;349
"Alternative";1;0.689;NA
"Alternative,Rock";4;0.23;NA
"Pop,Rock";334;0.546;0
"Jazz";12;0.528;1
"Dance,Electronic";11;0.821;1
"Electronic";66;0.685;323
"Folk";1;0.313;35
"Pop";10;0.43;NA
"Rock";27;0.616;173
"Dance,Electronic";3;0.619;8548
"HipHop";14;0.873;NA
"Alternative,Pop";1;0.389;76
"Pop,Vocal";134;0.489;0
"SpokenWord";36;0.589;0
"Alternative";7;0.307;1
"HipHop,RnbAndSoul";17;0.565;327
"Alternative,Country";5;0.573;1
"Rock";46;0.478;NA
"Alternative";4;0.383;7
"Inspirational,NewAge";375;0.332;1214
"Electronic";22;0.766;195
"Pop";4;0.741;NA
"Electronic";11;0.7;374
"World";16;0.725;NA
"Pop";2165;0.787;NA
"Alternative,Rock";1;0.275;2
"Pop";20;0.61;NA
"HipHop";1;0.755;0
"Pop,Vocal";7;0.72;25
"Pop";2;0.6;29
"Rock";47;0.569;25
"Pop,RnbAndSoul";4;0.705;264
"Rock";480;0.314;0
"HipHop";4;0.764;13
"Rock";6;0.262;1
"HipHop,RnbAndSoul";9;0.468;0
"HipHop";1452;0.714;157049
"Inspirational";6;0.207;140
"Dance,Electronic";4;0.676;5
"Electronic";40;0.63;130
"HipHop";3;0.618;26
"Rock";8;0.409;NA
"Alternative,Pop";2;0.717;5
"NewAge,Pop";14;0.48;1398
"Dance,Electronic";106;0.557;0
"Pop";4;0.589;448
"Electronic,HipHop";13;0.691;70
"Alternative,Electronic";17;0.814;7
"Rock";2;0.439;NA
"HipHop";7;0.696;NA
"Rock";22;0.344;12
"HipHop";17;0.832;NA
"Rock";120;0.253;1486
"Pop";4;0.41;43
"Rock";13;0.344;NA
"HipHop";1;0.523;46
"Alternative,Rock";7;0.369;25
"Soundtrack";8;0.221;NA
"Pop";2;0.633;27245
"Electronic,HipHop";17;0.861;NA
"Pop";2065;0.604;NA
"Rock";120;0.403;NA
"Electronic";49;0.25;0
"Pop";1;0.475;NA
"Rock";11450;0.58;106495
"Pop";22;0.329;NA
"Alternative,Pop";16;0.422;39
"HipHop";1;0.692;4
"HipHop";264;0.469;426
"NewAge";2;0.23;364
"Electronic,Jazz";16;0.728;240
"Country,Inspirational";24;0.637;25
"Alternative,Rock";17;0.271;5
"Country,Folk";39;0.518;19
"Alternative";54;0.664;NA
"Electronic";14288;0.73;NA
"Rock";34;0.373;NA
"Pop,Soundtrack";1618;0.476;0
"Rock";30;0.419;0
"Pop";19490;0.602;17754
"Rock";1161;0.195;531
"Dance,RnbAndSoul";9;0.33;10
"Alternative";1;0.168;NA
"Electronic";155;0.538;131
"Pop";3;0.572;5
"Rock";39;0.38;24
"Electronic";13;0.419;1624
"Rock";2;0.412;48
"Vocal";157;0.124;1770
"Soundtrack";1;0.269;4
"Classical,NewAge";10;0.256;0
"Jazz,Pop";14;0.613;NA
"Rock";423;0.547;61
"HipHop";2;0.883;15
"Dance";112;0.586;NA
"Electronic,SpokenWord";13;0.52;48
"Alternative";72;0.459;66
"Dance,Pop";203;0.521;419
"Rock";32;0.458;1
"Alternative";71;0.439;0
"Inspirational";1376;0.205;NA
"Soundtrack";1;0.583;2496
"Alternative,Rock";4;0.668;47
"ChildrensMusic,Comedy";7;0.734;120
"Alternative";1;0.412;25
"Rock";57;0.294;175
"Rock,World";86;0.503;8
"Pop,Rock";20;0.71;45
"ChildrensMusic";1;0.861;NA
"Folk";14;0.544;979
"Alternative";65;0.376;150
"Latin,Reggae";212;0.353;0
"Alternative";14;0.205;0
"HipHop,Pop";11;0.696;21
"HipHop,Pop";1;0.671;1
"Electronic,NewAge";137;0.448;1720
"Soundtrack";3832;0.19;12248
"Pop";41;0.543;107
"Rock";218;0.502;0
"Rock";34;0.36;NA
"Folk,Rock";20;0.49;29
"Alternative";74;0.407;18
"HipHop";50;0.738;0
"Rock";2;0.172;0
"NewAge";898;0.453;NA
"Jazz,Pop";1;0.538;2
"Electronic,Pop";8;0.67;89
"Classical";129;0.242;0
"Dance,Electronic";161;0.425;0
"Alternative,Vocal";7;0.438;22
"Dance";436;0.837;NA
"Rock";1;0.451;3034
"Alternative,Rock";30;0.565;38
"Rock";40;0.652;7
"Folk,Pop";4;0.227;5
"Alternative,Rock";48;0.503;0
"Electronic";2;0.677;13
"Electronic,Reggae";2;0.701;12
"Inspirational,NewAge";3;0.485;210
"Folk";37;0.437;156
"Pop";30;0.706;4934
"Pop";6005;0.783;71278
"Dance,Electronic";3;0.59;NA
"Comedy";1;0.667;1331
"Alternative";1;0.649;206
"Blues,Rock";556;0.204;0
"Rock";2;0.835;50
"Jazz,RnbAndSoul";11;0.517;4
"SpokenWord";13;0.657;8626
"Pop";17;0.567;91
"Classical,Inspirational";1;0.48;80
"Blues";2;0.46;NA
"Alternative,Electronic";7;0.547;195
"Folk";54;0.717;NA
"Pop,Vocal";7;0.239;33
"Holiday";1;0.444;NA
"Alternative,Rock";111;0.342;0
"Rock";25;0.303;13052
"Alternative";7;0.49;NA
"Inspirational,NewAge";1;0.688;9838
"Alternative,Jazz";76;0.625;34
"Rock";82;0.463;9
"Pop,Rock";19;0.252;22
"Rock";2;0.345;2
"HipHop";3597;0.947;1568
"Rock";486;0.618;45
"Alternative";6;0.234;8
"Pop,Rock";11;0.401;55
"HipHop";22;0.734;0
"HipHop,RnbAndSoul";11;0.727;27
"Alternative";1;0.556;1
"Electronic";509;0.747;2936
"Alternative,Reggae";24;0.637;7
"HipHop,Pop";5;0.801;NA
"Soundtrack";3;0.244;304
"Pop,Rock";9;0.67;230
"HipHop";19;0.779;NA
"HipHop";186;0.686;153
"Pop,Rock";58;0.484;15
"Dance,Electronic";6;0.721;25
"Alternative";111;0.583;118
"Pop";21;0.859;0
"Alternative";1;0.58;80
"Vocal";17;0.194;0
"Rock";48121;0.495;1033901
"Alternative";1;0.515;46
"Rock";295;0.466;0
"Alternative";13;0.547;222
"Pop";158;0.535;0
"HipHop";379;0.779;35
"Alternative,Rock";46;0.429;220
"Electronic";17;0.614;NA
"Alternative,Rock";4;0.231;5
"Rock";4;0.315;43
"Rock";6;0.387;NA
"Alternative,Rock";102;0.407;0
"HipHop";1325;0.641;1
"HipHop";1;0.672;28
"Pop";76;0.417;0
"ChildrensMusic";537;0.389;4693
"Alternative";1;0.244;16
"Country";2;0.572;20
"HipHop";240;0.688;3334
"Classical";1;0.162;6
"Folk";51;0.404;NA
"HipHop";456;0.611;6
"Rock";3;0.457;3
"Alternative";1;0.481;146
"Soundtrack";1;0.802;50
"Alternative";8;0.544;NA
"Rock";1;0.409;3
"Electronic";79;0.771;74
"HipHop";149;0.598;880
"Rock";4;0.479;1547526
"SpokenWord";6;0.622;0
"Dance,Electronic";277;0.46;1817
"Alternative,Electronic";173;0.63;178
"Electronic";3140;0.419;NA
"Pop,Rock";98;0.712;0
"Alternative,Pop";4;0.562;221
"HipHop";35;0.6;NA
"Electronic";1;0.577;2
"Rock";1;0.509;3
"Dance";14;0.773;NA
"Classical,Latin";6;0.733;23
"Alternative";19;0.37;143
"RnbAndSoul";76;0.617;58
"RnbAndSoul";13;0.555;NA
"Alternative";1;0.817;1
"Alternative,Rock";1;0.445;NA
"Pop";3;0.487;NA
"Soundtrack";1;0.295;123
"Electronic";18;0.79;398
"Soundtrack";43;0.506;101
"Rock";101;0.58;249
"HipHop";2348;0.719;67213
"Alternative";43;0.718;NA
"Pop,Rock";1;0.75;352
"Jazz";11;0.533;NA
"Reggae";1785;0.714;11978
"Alternative";21;0.633;NA
"Rock";2;0.218;NA
"HipHop";16;0.422;30
"Dance,NewAge";56;0.53;31
"Folk";178;0.344;620
"HipHop";1;0.615;5
"Rock";9;0.536;30
"Rock";1;0.58;NA
"Pop";2;0.534;NA
"Folk,Pop";1;0.333;5
"Rock";1;0.0622;NA
"Electronic";34;0.796;186
"Alternative,Pop";5;0.504;NA
"HipHop";2;0.711;NA
"Rock";1;0.532;19
"Rock";1;0.426;11
"NewAge";423;0.0953;217495
"Rock";16;0.833;NA
"Pop";2975;0.8;NA
"HipHop,Reggae";71;0.797;0
"Country";16;0.547;26
"Soundtrack";8;0.29;NA
"Country,Folk";22;0.648;0
"Pop,Rock";29;0.495;0
"Rock";17;0.317;48
"Rock";55;0.499;26
"Rock";7;0.331;0
"Rock";77;0.369;520
"Electronic";34;0.562;298
"Dance,Electronic";1;0.585;53
"Soundtrack";102;0.662;1094
"Alternative,Electronic";31;0.593;22
"RnbAndSoul";52;0.665;249
"Pop,Rock";69;0.467;247
"Alternative,Rock";25;0.364;45
"Rock";1;0.65;21
"Pop";3;0.726;NA
"Pop,Rock";1;0.426;NA
"Alternative,Rock";105;0.379;0
"Dance";142;0.697;56
"Pop";104;0.346;46
"Rock";15085;0.552;1545500
"Rock";8;0.585;0
"HipHop";62244;0.864;39767
"Electronic";14116;0.675;NA
"HipHop";37;0.513;NA
"Pop,Rock";4;0.739;280
"Alternative";821;0.552;53
"HipHop,NewAge";154;0.636;0
"Rock";106;0.511;NA
"Alternative";4;0.52;NA
"Rock";26;0.218;15
"Pop,Rock";1;0.542;4
"Alternative";14;0.353;232
"HipHop";122;0.378;NA
"HipHop";3;0.539;NA
"Alternative,Classical";12;0.439;0
"Alternative,Pop";4;0.505;28
"ChildrensMusic";16;0.75;0
"Rock";127;0.438;NA
"Alternative";3;0.558;773
"Dance,Electronic";1;0.499;NA
"Soundtrack";29;0.362;23
"Alternative,Electronic";3;0.202;55
"Electronic";1;0.508;0
"Rock";34;0.29;1
"Pop";1;0.59;5
"Rock";2;0.252;14
"Alternative";10;0.453;NA
"Inspirational";11;0.442;NA
"Alternative,Pop";43;0.58;2541
"Jazz";28;0.428;124
"Electronic";7;0.759;7
"Rock";3;0.499;NA
"Rock";6;0.312;115
"HipHop";59;0.715;0
"Electronic";23;0.725;2
"HipHop,Vocal";1792;0.628;0
